Block Height,Block Timestamp,Block Value,Pool Hashrate (GH/s)
235549,1368228391,25.2579,0
235541,1368225021,25.57530001,0
235525,1368216054,25.3887,0
235524,1368215465,25.54894075,0
235523,1368213953,25.54520002,0
235520,1368212730,25.39780001,0
235501,1368201577,25.23716,0
235493,1368196831,25.41412001,0
235483,1368192690,25.46754476,0
235459,1368181688,25.16721001,0
235439,1368168591,25.2968126,0
235428,1368162385,25.0934,0
235414,1368157380,25.34175529,0
235410,1368156083,25.0542,0
235407,1368154398,25.1922,0
235405,1368154116,25.386,0
235378,1368140290,25,0
235376,1368139811,25.3699,0
235367,1368136027,25.00880684,0
235355,1368129725,25.52371,0
235345,1368123088,25.28759345,0
235344,1368122937,25.48631966,0
235339,1368117301,25.1476,0
235333,1368114591,25.11866919,0
235328,1368111641,25.3497,0
235326,1368110476,25.55450042,0
235323,1368108872,25.2516,0
235322,1368108672,25.50196136,0
235318,1368105315,25.20460524,0
235302,1368101048,28.55436691,0
235285,1368094025,25.35920001,0
235273,1368083041,25.34090002,0
235269,1368080482,25.53907807,0
235262,1368076025,25.75715645,0
235252,1368068407,25.17472373,0
235238,1368064079,25.59596037,0
235225,1368059252,25.0391,0
235201,1368047794,25.73276072,0
235189,1368041230,25.10867232,0
235188,1368040996,25.17550029,0
235181,1368037603,25.64309495,0
235175,1368033561,25.3141,0
235172,1368032519,25.0507,0
235169,1368031323,25.60799814,0
235165,1368029144,25.59585,0
235160,1368022424,25.21733124,0
235151,1368017190,25.0837,0
235150,1368017075,25.0974,0
235145,1368014878,25.37765,0
235143,1368013746,25.1044,0
235130,1368006112,25.0688,0
235121,1368002602,25.11913275,0
235100,1367992621,25.23225,0
235062,1367977189,25.15620961,0
235056,1367972226,25.32145,0
235051,1367969066,25.39097044,0
235044,1367966082,25.1484,0
235030,1367959539,25.234,0
235029,1367959117,25.33353963,0
235026,1367957351,25.48937375,0
235018,1367950640,25.45195,0
235012,1367947305,25.1764,0
235010,1367946569,25.23936,0
235007,1367945948,25.49475,0
235004,1367942435,26.7646868,0
234998,1367939993,25.0942528,0
234997,1367939921,25.45588506,0
234995,1367939522,25.41442,0
234988,1367937108,25.0885,0
234985,1367935289,25.12895,0
234984,1367935196,25.00916226,0
234972,1367927001,25.09964324,0
234967,1367924903,25.37172065,0
234960,1367921370,25.21915,0
234957,1367920753,25.0025,0
234956,1367920705,25.20814193,0
234953,1367918990,25.36904658,0
234944,1367914970,25.1914,0
234942,1367914278,25.1108,0
234933,1367908919,25.0042,0
234931,1367908882,25.334312,0
234919,1367903048,25.36726165,0
234904,1367897354,25.41364376,0
234895,1367889517,25.338117,0
234890,1367886059,25.0886,0
234884,1367883396,25.16311005,0
234877,1367879033,25.37621767,0
234876,1367878406,25.28575,0
234871,1367876704,25.13705,0
234842,1367864148,25.59596117,0
234827,1367853982,25.33299369,0
234826,1367853284,25.27526,0
234819,1367849009,25.22870091,0
234808,1367845513,25.48765681,0
234799,1367839086,25.190814,0
234796,1367838306,25.33501,0
234789,1367835010,25.3121274,0
234784,1367830358,25.2609505,0
234780,1367828586,25.1544,0
234775,1367826743,25.24102668,0
234772,1367822524,25.10377344,0
234752,1367815620,25.44585,0
234745,1367813167,25.00995,0
234743,1367812814,25.0754,0
234735,1367808479,25.18345836,0
234734,1367808337,25.50914235,0
234729,1367802976,25.0146,0
234727,1367802379,25.1248,0
234726,1367802203,25.28957638,0
234721,1367798699,25.397898,0
234704,1367791521,25.21535971,0
234688,1367782891,25.31570001,0
234676,1367776509,25.4993,0
234674,1367775070,25.23845,0
234669,1367772820,25.39265,0
234661,1367769991,25.1269,0
234659,1367769596,25.10187547,0
234658,1367769351,25.055,0
234625,1367755740,25.10705458,0
234621,1367754007,25.1665,0
234618,1367753560,25.3046,0
234598,1367740310,25.362945,0
234594,1367737965,25.175676,0
234590,1367734989,25.244,0
234589,1367734238,25.004,0
234576,1367727772,25.21,0
234571,1367725906,25.40327837,0
234560,1367716451,25.33095,0
234553,1367708664,25.3861,0
234544,1367702894,25.16055,0
234539,1367701250,25.43274998,0
234532,1367695626,25.1131,0
234528,1367692823,25.12615,0
234524,1367690629,25.48580308,0
234517,1367687527,25.15830001,0
234515,1367687246,25.39484706,0
234507,1367681210,25.581401,0
234505,1367680232,25.61265,0
234501,1367678538,25.1272,0
234500,1367678446,25.54225003,0
234487,1367672853,25.43151614,0
234475,1367665667,25.25525,0
234472,1367664953,25.30879978,0
234469,1367663865,25.26045,0
234467,1367663480,25.3027,0
234462,1367660790,25.44476,0
234439,1367650786,25.0581,0
234429,1367642547,25.08721,0
234422,1367637157,25.3095,0
234418,1367635971,26.25105023,0
234413,1367632276,25.13495,0
234412,1367632117,25.2114,0
234405,1367629362,25.0098,0
234395,1367622445,25.1326,0
234388,1367619377,25.39984136,0
234386,1367618139,25.32590001,0
234372,1367606453,25.42646,0
234364,1367601238,26.94925002,0
234343,1367587294,25.0943,0
234323,1367575192,25.22478037,0
234322,1367574918,25.29178903,0
234298,1367563271,25.2691,0
234267,1367544070,25.31295002,0
234255,1367537108,25.1937,0
234241,1367530469,25.32201001,0
234240,1367530210,25.0197119,0
234225,1367520332,25.55084142,0
234168,1367480208,25.2951,0
234167,1367479025,25.1081,0
234160,1367474960,25.14050001,0
234156,1367473161,25.36345,0
234142,1367463352,25.29556374,0
234140,1367462208,25.36315,0
234126,1367453063,25.25250002,0
234123,1367451824,25.46655,0
234122,1367451294,25.1024,0
234118,1367449686,26.15990001,0
234107,1367446446,25.30164,0
234105,1367446033,25,0
234096,1367438485,25.581391,0
234069,1367420461,25.14459351,0
234062,1367416619,25.36240571,0
234050,1367410774,25.1066,0
234048,1367408193,25.17996,0
234041,1367397748,25.0298,0
234023,1367389995,25.18710001,0
234014,1367387039,25.27995742,0
234012,1367385915,25.43936583,0
234010,1367384471,25.49120001,0
234002,1367381000,25.461194,0
234001,1367380246,25.1994,0
233998,1367378983,25.36041596,0
233995,1367377543,25.49358476,0
233992,1367375135,25.40163632,0
233974,1367366392,25.23872222,0
233955,1367353535,25.34648117,0
233943,1367346132,25.1313,0
233937,1367344620,25.37070059,0
233934,1367343285,25.21561,0
233933,1367343250,25.5807,0
233923,1367334967,25.2111,0
233921,1367334488,25.17810004,0
233911,1367329026,25.24529282,0
233888,1367315540,25.1374,0
233887,1367315152,25.0525,0
233882,1367313301,25.23919095,0
233881,1367312645,25.0201,0
233875,1367311059,25.017,0
233839,1367286848,25.40743876,0
233838,1367285419,25.1758,0
233836,1367284857,25.46175733,0
233810,1367266749,25.43294999,0
233807,1367264770,25.39235,0
233791,1367259492,25.07245,0
233770,1367250865,25.2375,0
233763,1367248687,25,0
233748,1367243031,25.13038478,0
233746,1367241386,25.054316,0
233742,1367240431,25.0808,0
233737,1367237701,25.09630001,0
233735,1367235999,25.15971,0
233714,1367225660,25.3652,0
233670,1367202800,25.3506,0
233662,1367199492,25.18575,0
233652,1367193672,25.62129894,0
233646,1367190771,25.16120251,0
233642,1367188530,25.4691,0
233633,1367185212,25.30573101,0
233627,1367183397,25.09265,0
233622,1367181032,25.282255,0
233615,1367176943,25.320655,0
233611,1367175459,25.359911,0
233589,1367164743,25.00922521,0
233576,1367155661,25.06535,0
233575,1367155591,25.0813,0
233570,1367152461,25.0861,0
233568,1367150491,25.0496,0
233545,1367141626,25.1108,0
233532,1367137200,25.28875,0
233513,1367124787,25.0057,0
233512,1367124749,25.17002,0
233503,1367120877,25.065,0
233499,1367119427,25.1513,0
233496,1367116451,25.0016,0
233486,1367111413,25.17405524,0
233478,1367107861,25.1119,0
233477,1367107623,25.0555111,0
233475,1367107367,25.41883647,0
233470,1367101328,25.35409768,0
233455,1367094881,25.18285,0
233445,1367089340,25.35026,0
233429,1367077972,25.17145,0
233412,1367068495,25.30878362,0
233411,1367067416,25.25961035,0
233408,1367063240,25.05055,0
233400,1367057801,25.152,0
233386,1367052316,25.0967,0
233376,1367046181,25.23211642,0
233373,1367044563,25.091,0
233355,1367036517,25.1568,0
233346,1367032957,25.1713,0
233343,1367031888,25.39971496,0
233334,1367025180,25.38495758,0
233326,1367019586,25.1205,0
233321,1367017865,25.33864845,0
233303,1367009302,26.08795231,0
233286,1367001655,25.38591422,0
233284,1367000390,25.14196687,0
233280,1366999237,25.50062,0
233274,1366995211,25.0957,0
233270,1366991743,25.36939554,0
233265,1366988748,25.1950005,0
233258,1366984536,25.35995,0
233238,1366975451,25.28793688,0
233232,1366972247,25.28072455,0
233210,1366963369,25.42992924,0
233188,1366948244,25.10590449,0
233186,1366947358,25.29465639,0
233181,1366943710,25.0741,0
233175,1366941959,25.26299676,0
233172,1366940718,25.0636,0
233158,1366934731,25.44141842,0
233156,1366933870,25.2691216,0
233145,1366927355,25.0318,0
233130,1366922883,25.52849772,0
233126,1366920497,25.0983,0
233109,1366913163,25.45165437,0
233105,1366911010,25.2686,0
233065,1366892107,25.296,0
233057,1366889310,25.21487399,0
233049,1366885836,25.2599,0
233015,1366865610,25.30640678,0
233000,1366857476,25.6405313,0
232991,1366852189,25.3406104,0
232961,1366833797,25.71823663,0
232955,1366827951,25.09505,0
232936,1366820177,25.17761,0
232932,1366818903,25.7357,0
232921,1366814171,25.38401,0
232896,1366798828,25.31988704,0
232891,1366797394,25.3585,0
232887,1366795531,25.51784567,0
232882,1366794049,25.4334,0
232881,1366793308,25.2937,0
232879,1366791304,25.28148024,0
232874,1366789681,25.4918,0
232872,1366787495,25.47825544,0
232863,1366780075,25.20775,0
232858,1366777938,25.27605,0
232837,1366767148,25.0185,0
232825,1366762697,25.25295,0
232789,1366746489,25.37029954,0
232785,1366744789,25.43013038,0
232782,1366743580,25.55635,0
232778,1366741644,25.4643,0
232776,1366739917,25.55860102,0
232761,1366729191,25.419,0
232753,1366721209,25.27960001,0
232744,1366717370,25.0702,0
232728,1366708509,25.3145,0
232726,1366707534,25.15644776,0
232714,1366703184,25.276155,0
232713,1366702579,25.15615,0
232709,1366701491,25.26015435,0
232707,1366700401,25.0995,0
232698,1366696321,25.3623,0
232696,1366695466,25.43857424,0
232683,1366688839,25.44643524,0
232680,1366686523,25.40848951,0
232677,1366685292,25.2383,0
232669,1366681590,25.2666,0
232664,1366679979,25.3862,0
232656,1366675427,25.12530001,0
232654,1366674259,25.31610001,0
232643,1366668258,25.36945,0
232632,1366662992,25.93057,0
232629,1366661943,25.2163,0
232623,1366658760,25.37573625,0
232606,1366649760,25.49345,0
232602,1366647604,25.40081584,0
232598,1366644478,25.42286724,0
232597,1366643429,25.28782472,0
232592,1366640624,25.21311,0
232590,1366639435,25.23025,0
232581,1366632216,25.14895,0
232579,1366631548,25.0899,0
232561,1366621600,25.2322,0
232552,1366617757,25.36916003,0
232548,1366615950,25.22052341,0
232546,1366614767,25.18491893,0
232544,1366613999,25.121761,0
232542,1366613691,25.34517558,0
232531,1366607818,25.24230746,0
232527,1366606627,25.4849,0
232517,1366596985,25.1809,0
232504,1366590607,25.31464638,0
232503,1366590123,25.7605,0
232501,1366588765,25.40355,0
232500,1366587401,25.24215,0
232496,1366585347,25.21135,0
232489,1366583706,25.1313,0
232477,1366578377,25.23997011,0
232453,1366565804,25.3096,0
232447,1366563949,25.50522181,0
232426,1366552072,25.27785001,0
232423,1366550047,25.11586,0
232421,1366549013,25.28055992,0
232402,1366538364,25.26424829,0
232379,1366525317,25.19955,0
232371,1366519986,25.0115,0
232355,1366512474,25.1079,0
232334,1366506536,25.09536,0
232325,1366502255,25.08484,0
232296,1366489968,25.53874343,0
232266,1366473541,25.57703536,0
232260,1366469585,25.3638,0
232257,1366464699,25.3171331,0
232250,1366460673,25.16449,0
232233,1366451678,25.9327,0
232232,1366451570,25.1369,0
232225,1366447415,25.0759,0
232203,1366435946,25.0081,0
232201,1366435797,25.0698,0
232197,1366430933,25.0324,0
232195,1366430707,25.0745,0
232187,1366428383,25.62166924,0
232185,1366425731,25.33961841,0
232180,1366422351,25.43055,0
232173,1366419195,25.79442618,0
232172,1366416854,25.54554725,0
232164,1366409288,25.25758515,0
232159,1366405909,25.33132893,0
232157,1366405245,25.259,0
232153,1366402189,25.53094979,0
232150,1366400610,25.2033,0
232139,1366396016,25.2541,0
232135,1366394472,25.5587,0
232132,1366393560,25.18855,0
232128,1366391745,25.3311,0
232113,1366382427,25.20058629,0
232089,1366365372,25.09070005,0
232087,1366363920,26.01421547,0
232080,1366360414,25.29409567,0
232071,1366356488,25.33231061,0
232066,1366353039,25.36642,0
232059,1366348721,25.31245,0
232049,1366341333,25.3124,0
232025,1366318317,25.012,0
232021,1366314813,25.40652674,0
232010,1366307046,26.23772591,0
232007,1366304473,25.29200179,0
232002,1366303016,25.3484,0
231995,1366299737,25.15936317,0
231992,1366298911,25.1607,0
231990,1366298127,25.17235,0
231987,1366296918,25.12595,0
231984,1366296675,25.24919001,0
231980,1366293499,25.1964,0
231970,1366288738,25.093,0
231967,1366288204,25.0724,0
231943,1366275550,25.2067,0
231941,1366274139,25.19970101,0
231927,1366268195,25.002,0
231923,1366266042,25.0911,0
231913,1366260499,25.25032307,0
231873,1366237373,25.39776,0
231795,1366194629,25.1549,0
231794,1366194251,25.37922193,0
231779,1366187222,25.0628,0
231765,1366181625,25.11111,0
231723,1366159384,25.1687,0
231679,1366133792,25.267801,0
231673,1366131232,25.3477,0
231663,1366124808,25.131,0
231660,1366123996,25.21881706,0
231656,1366120361,25.0492,0
231630,1366109370,25.38940256,0
231629,1366108299,25.0573,0
231628,1366108209,25.32538873,0
231625,1366105996,25.3123,0
231622,1366104786,25.15511,0
231621,1366104584,25.2396,0
231616,1366101711,25.44237118,0
231613,1366100115,25.6115,0
231611,1366098190,25.50276,0
231595,1366091587,25.3486,0
231587,1366087796,25.373705,0
231568,1366080935,25.5225,0
231561,1366076908,25.1883,0
231552,1366075436,25.186,0
231546,1366073340,25.1500522,0
231545,1366073207,25.2582,0
231520,1366057492,25.4038,0
231510,1366055082,25.21360064,0
231509,1366054806,25.23749782,0
231503,1366051914,25.48880001,0
231500,1366050595,25.37520004,0
231497,1366049241,25.2854,0
231479,1366041239,25.50367,0
231473,1366037875,25.42960284,0
231467,1366032339,25.6565,0
231459,1366025271,25.0213,0
231443,1366015513,25.13175,0
231442,1366015110,25.19011,0
231438,1366013351,25.07051332,0
231436,1366013014,25.37635701,0
231430,1366009017,25.2298,0
231421,1366006152,25.41014972,0
231409,1366002520,25.17505,0
231392,1365995479,25.6349,0
231390,1365993749,25.3711779,0
231383,1365991360,25.23842101,0
231382,1365991109,25.54084099,0
231373,1365982756,25.436108,0
231371,1365981064,25.28623887,0
231359,1365975325,25.28567,0
231352,1365972463,25.47926271,0
231350,1365970817,25.59596623,0
231349,1365968969,25.0083,0
231332,1365958584,25.29385,0
231313,1365947429,25.3053295,0
231312,1365946888,25.33285,0
231307,1365944142,25.3716537,0
231303,1365940646,25.0396,0
231298,1365939267,25.13525,0
231295,1365938757,25.1043,0
231282,1365933335,25.31299173,0
231276,1365930556,25.4505,0
231264,1365924564,25.0215703,0
231259,1365922752,25.98667,0
231258,1365921524,25.1435,0
231252,1365920164,25.47487021,0
231248,1365917918,25.126,0
231245,1365915955,25.767415,0
231243,1365914698,25.5311,0
231239,1365910991,25.47155617,0
231237,1365909332,25.0636,0
231219,1365896298,25.797801,0
231215,1365892310,25.3836,0
231209,1365889486,25.0385,0
231197,1365885118,25.1099,0
231193,1365883506,25.2287,0
231188,1365882628,25.2502,0
231187,1365882441,25.1343,0
231185,1365881720,25.209711,0
231180,1365879056,25.27865,0
231169,1365873151,25.43071,0
231166,1365870969,25.09655748,0
231160,1365867207,25.0007,0
231136,1365855250,25.23498488,0
231120,1365844641,25.2834,0
231115,1365842530,25.008,0
231110,1365841600,25.17435,0
231094,1365833917,25.36457443,0
231090,1365831402,25.27109166,0
231086,1365829401,25.0265,0
231084,1365827404,25.14734994,0
231081,1365825727,25.0076,0
231071,1365819200,25.1024,0
231070,1365819104,25.1182,0
231052,1365808529,25.1336,0
231049,1365807795,25.437,0
231031,1365799734,25.043001,0
231022,1365793412,25.22415,0
231011,1365787014,25.20944,0
231006,1365782796,25.0182,0
230999,1365777656,25.0178,0
230996,1365777145,25.0337,0
230976,1365771224,25.23701,0
230971,1365767227,25.0989,0
230968,1365766005,25.11120001,0
230941,1365751350,25.39766173,0
230940,1365750819,25.596971,0
230934,1365746809,25.2448,0
230931,1365745332,25.30411011,0
230927,1365744197,25.2619,0
230919,1365741082,25.20560001,0
230906,1365735546,25.26525,0
230895,1365729959,25.0437,0
230894,1365729901,25.16600001,0
230889,1365727994,25.04115,0
230885,1365726702,25.41249481,0
230876,1365719026,25.54670001,0
230852,1365707208,25.43945,0
230820,1365688910,25.08045,0
230817,1365688208,25.09245,0
230806,1365681969,33.41075,0
230805,1365681055,25.34477757,0
230802,1365678821,25.16625,0
230793,1365671027,25.098001,0
230791,1365670727,25.36800201,0
230786,1365669561,25.41979326,0
230785,1365668439,25.1790855,0
230779,1365665909,25.14650321,0
230766,1365660026,25.38840642,0
230741,1365647448,25.31537335,0
230730,1365642516,25.54184097,0
230724,1365639042,25.0739,0
230706,1365629081,25.0337,0
230705,1365628995,25.16199493,0
230701,1365626684,25.003001,0
230696,1365624955,25.43854429,0
230695,1365623919,25.06525,0
230693,1365623466,25.17467222,0
230688,1365621627,25.57117528,0
230682,1365618715,25.48718465,0
230680,1365617984,26.48256005,0
230675,1365615530,25.3783195,0
230662,1365611792,25.78267,0
230660,1365609037,25.34812163,0
230651,1365602986,26.59261003,0
230646,1365597319,25.13890914,0
230637,1365593098,25.13974333,0
230633,1365589935,25.13453833,0
230629,1365588862,25.06055,0
230625,1365587060,25.01410001,0
230623,1365586902,25.018,0
230607,1365579624,25.0195,0
230583,1365571781,25.07789788,0
230577,1365569098,25.11955,0
230569,1365566412,25.1439215,0
230565,1365565371,25.23888123,0
230544,1365557307,25.11,0
230534,1365553810,25.3313,0
230529,1365548814,26.4575,0
230525,1365546348,25.1788,0
230523,1365545716,25.23720001,0
230506,1365537203,25.55684842,0
230500,1365533669,25.231,0
230499,1365533543,25.20305229,0
230496,1365533104,26.13966831,0
230493,1365529950,25.21956478,0
230469,1365514512,25.187126,0
230464,1365512707,25.18566,0
230460,1365511566,25.4943,0
230455,1365509181,25.23760011,0
230426,1365494222,25.32750321,0
230427,1365494236,25.0051,0
230425,1365493563,25.0154,0
230419,1365492745,25.09605321,0
230403,1365485334,25.21300322,0
230396,1365482716,25.1423,0
230397,1365482710,25.0095,0
230379,1365475338,25.28020002,0
230377,1365474908,25.573211,0
230363,1365468375,25.23996249,0
230362,1365468227,25.55034346,0
230361,1365466989,25.0763,0
230345,1365458602,25.19442427,0
230344,1365458358,25.3078,0
230326,1365444118,25.805626,0
230319,1365440132,25.2422,0
230318,1365439812,25.2435,0
230308,1365434686,25.46016321,0
230285,1365422667,25.21275001,0
230282,1365420520,25.36935004,0
230276,1365416631,25.6061,0
230264,1365413920,25.19785,0
230255,1365409829,25.094651,0
230252,1365407917,25.0114,0
230251,1365407890,25.3705,0
230241,1365404260,25.50729925,0
230223,1365393524,25.19777022,0
230220,1365392771,25.58996,0
230207,1365382664,25.19705,0
230200,1365379210,25.08634,0
230199,1365379160,25.46322,0
230183,1365370836,25.56628,0
230179,1365369120,25.3406842,0
230176,1365366124,25.16426,0
230172,1365365303,25.1872,0
230168,1365363472,25.1293,0
230150,1365354836,25.24219417,0
230149,1365354683,25.5506,0
230143,1365351188,25.4691,0
230140,1365350483,25.0876,0
230134,1365346014,25.25770626,0
230123,1365338025,25.24275,0
230118,1365334856,25.0085,0
230117,1365334833,25.13290001,0
230114,1365334106,25.12300027,0
230105,1365331765,25.35777321,0
230072,1365313435,25.0623,0
230043,1365294867,25.10830001,0
230042,1365294690,25.3746,0
230033,1365291117,25.0743,0
230025,1365287424,25.22175211,0
230022,1365286520,25.162,0
230010,1365280737,25.45702625,0
230007,1365279079,25.5074,0
230004,1365276420,25.19914,0
229979,1365263640,25.14450406,0
229964,1365258784,25.49774531,0
229952,1365253571,25.21890285,0
229939,1365241523,25.225636,0
229936,1365240838,25.19000002,0
229923,1365234896,25.2183,0
229919,1365232641,25.1353,0
229917,1365232147,25.4514,0
229910,1365227742,25.17212001,0
229907,1365224827,25.279001,0
229905,1365223437,25.228751,0
229903,1365222822,25.2204,0
229897,1365220763,25.31983,0
229895,1365220208,25.41545,0
229892,1365218129,25.2309,0
229888,1365214911,25.2381,0
229881,1365209583,25.2095,0
229876,1365207140,25.072,0
229861,1365202347,25.0924,0
229857,1365201130,25.41655469,0
229854,1365200254,25.12881,0
229852,1365198794,25.4914,0
229843,1365193245,25.2144,0
229833,1365186716,25.2028,0
229825,1365183774,25.37735,0
229821,1365181032,25.293246,0
229813,1365176708,25.3206509,0
229812,1365175786,25.03510091,0
229806,1365172735,25.41175111,0
229803,1365171452,25.357,0
229783,1365159148,25.1621,0
229781,1365158886,25.4255,0
229768,1365153460,25.12255,0
229765,1365152873,25.45185,0
229750,1365138489,25.28244557,0
229732,1365129599,25.2224,0
229725,1365124562,25.46430009,0
229718,1365121418,25.7873,0
229714,1365119152,25.6184699,0
229711,1365118208,25.5549,0
229676,1365093114,25.46606168,0
229666,1365087640,25.15695,0
229665,1365087453,25.41471,0
229663,1365085666,25.46964009,0
229659,1365083253,25.15910118,0
229636,1365070334,25.74499434,0
229625,1365065950,25.17046103,0
229609,1365059431,25.1816431,0
229572,1365039674,25.30157001,0
229571,1365039452,25.0984,0
229560,1365031903,25.14211001,0
229550,1365027266,25.20945,0
229544,1365025979,25.08305,0
229543,1365025842,25.14166,0
229539,1365024040,25.37431,0
229532,1365017410,25.32815,0
229531,1365016930,25.33109725,0
229518,1365010361,25.4014428,0
229503,1365001767,26.31945703,0
229474,1364989469,25.350173,0
229462,1364981554,25.19799282,0
229458,1364980238,25.2327,0
229449,1364977005,25.55198259,0
229447,1364975730,25.718,0
229443,1364972856,25.3573,0
229437,1364970344,25.0166,0
229436,1364970308,25.0082,0
229427,1364966072,25,0
229424,1364963985,25.08465,0
229423,1364963856,25.021,0
229414,1364961082,25.06975,0
229392,1364948843,25,0
229374,1364941293,25.2429,0
229370,1364940244,25.4296,0
229366,1364938425,26.4199831,0
229344,1364926108,25.1117,0
229339,1364924614,25.47896001,0
229326,1364920416,25.58841983,0
229324,1364919314,25.07050011,0
229323,1364919223,25.4758,0
229321,1364918216,25.64275,0
229320,1364917070,25.34054096,0
229315,1364915537,25.10660003,0
229313,1364914973,25.42901,0
229312,1364914244,25.2477,0
229309,1364912987,25.5613,0
229296,1364903721,25.0015,0
229295,1364903702,25.00260002,0
229280,1364895292,25.09583,0
229278,1364894819,25.26713312,0
229276,1364893545,25.08332,0
229248,1364878203,25.2547,0
229247,1364877497,25.2083,0
229235,1364873528,25.267551,0
229231,1364872170,25.0657,0
229226,1364870014,25.281862,0
229218,1364866453,25.2568,0
229205,1364859254,25.39654,0
229202,1364858027,25.5822001,0
229201,1364856851,26.06968843,0
229182,1364845476,25.19686,0
229181,1364845178,25.28928,0
229165,1364836745,25.53904782,0
229162,1364834165,25.0125,0
229151,1364830981,25.03868551,0
229125,1364821394,25.35853987,0
229123,1364820674,25.27294,0
229115,1364816996,25.0683,0
229111,1364816038,25.05841,0
229107,1364814470,25.25846882,0
229106,1364813838,25.17761,0
229103,1364813281,25.1657,0
229090,1364808839,25.0489,0
229072,1364803854,25.0126,0
229053,1364794805,25.148568,0
229045,1364790682,25.2122,0
229036,1364788673,25.41535,0
229031,1364786359,25.18884,0
229024,1364782503,25.37825806,0
229022,1364781380,25.23574,0
229012,1364778821,25.53487,0
229010,1364776241,25.2798324,0
229002,1364771336,25.06682,0
228991,1364768325,25.18789,0
228990,1364767918,25.19832,0
228978,1364762792,25.1107411,0
228960,1364757034,25.355765,0
228959,1364755995,25.08143,0
228954,1364753991,25.37798002,0
228942,1364747515,25.37198,0
228941,1364746710,25.0924,0
228938,1364745231,25.2249,0
228937,1364744602,25.0981,0
228895,1364720247,25.16912,0
228894,1364719659,25.14070001,0
228893,1364719051,25.10131,0
228890,1364717441,25.28724,0
228884,1364714975,25.1685,0
228865,1364705156,25.1658,0
228852,1364700231,25.2931,0
228821,1364679533,25.1857,0
228820,1364679347,25.26288,0
228809,1364674974,25.03353838,0
228805,1364673318,25.2161,0
228804,1364672975,25.29175001,0
228798,1364668508,25.44509507,0
228795,1364666962,25.40596308,0
228790,1364664715,25.03262,0
228774,1364658253,25.53570419,0
228773,1364657109,25.48379,0
228772,1364656042,25.33174491,0
228764,1364653059,25.50485,0
228759,1364650878,25.25055,0
228733,1364635244,25.45230094,0
228726,1364631166,25.30360006,0
228705,1364619421,25.2791,0
228698,1364615803,25.17419999,0
228697,1364615659,25.4586999,0
228691,1364612984,25.45513814,0
228672,1364603756,25.40460105,0
228646,1364592688,25.56114226,0
228645,1364591539,25.35580005,0
228624,1364578010,25.0621,0
228623,1364577984,25.2303,0
228607,1364570663,25.1664,0
228604,1364569652,25.12901,0
228572,1364558794,25.21732,0
228571,1364558584,25.51262,0
228567,1364555736,25.4,0
228565,1364554271,25.54775,0
228556,1364549211,25.26530001,0
228548,1364546803,25.23531666,0
228539,1364543137,25.26391,0
228530,1364534989,25.12169998,0
228526,1364533575,25.32620094,0
228515,1364527569,25.1716,0
228505,1364521813,25.39512989,0
228502,1364520773,25.36279989,0
228501,1364520001,25.03883001,0
228499,1364519824,25.4269,0
228447,1364492962,25.29463,0
228443,1364491271,25.24942643,0
228442,1364491074,25.44246001,0
228440,1364490188,25.45625,0
228438,1364489167,25.26075,0
228419,1364480537,25.1445,0
228418,1364480385,25.759,0
228408,1364476641,25.17255,0
228347,1364446645,25.24770002,0
228343,1364444110,25.0716,0
228329,1364435913,25.08136971,0
228326,1364434759,25.0095,0
228321,1364432399,25.0415,0
228305,1364427189,25.0048,0
228296,1364423747,25.2214,0
228277,1364414079,25.28547,0
228272,1364410720,25.273251,0
228266,1364402509,25.19673,0
228261,1364398478,25.47061449,0
228260,1364397946,25.5026,0
228251,1364389326,25.132502,0
228250,1364389160,25.02280004,0
228249,1364389139,25.86554,0
228248,1364388662,25.3423,0
228240,1364383587,25.37846493,0
228238,1364381521,25.1,0
228237,1364381221,25.39575,0
228229,1364375042,25.0357001,0
228219,1364369227,25.2225011,0
228206,1364362793,25.1711,0
228191,1364351291,25.7039,0
228186,1364346991,25.2767,0
228167,1364337049,25,0
228148,1364322407,25.0192,0
228147,1364322366,25.005,0
228135,1364319306,25.4151,0
228134,1364318489,25.23984,0
228132,1364317440,25.36687,0
228118,1364305697,25.04452,0
228099,1364299458,25.52986,0
228091,1364291819,25.1978,0
228082,1364288026,25.32762,0
228065,1364274982,25.028,0
228061,1364274232,25.25955,0
228060,1364273714,25.3262,0
228046,1364266679,25.54725,0
228045,1364265857,25.0411,0
228035,1364259857,25.2221501,0
228034,1364259494,25.4,0
228033,1364258217,25.032,0
227999,1364243734,25.26252001,0
227998,1364243468,25.59302,0
227993,1364240389,25.1673,0
227992,1364240114,25.1403,0
227972,1364227175,25.56970001,0
227961,1364220673,25.73555688,0
227942,1364206075,25.22940001,0
227927,1364194858,25.28037108,0
227922,1364191918,25.18001246,0
227914,1364187229,25.2080101,0
227906,1364181044,25.29255,0
227903,1364178174,25.2904,0
227898,1364176537,25.3765,0
227897,1364176110,25.5478,0
227881,1364168702,25.24080002,0
227875,1364164734,25,0
227871,1364159175,25.0493,0
227870,1364159116,25.21891,0
227861,1364155849,25.4687,0
227856,1364152624,25.3803682,0
227849,1364147467,25.10142243,0
227845,1364146548,25.4393501,0
227836,1364140216,25.0626,0
227828,1364134201,25.2676,0
227809,1364126820,25.2492,0
227807,1364125676,25.042,0
227801,1364123545,25.1014,0
227789,1364120396,25.21176,0
227764,1364111243,25.041,0
